Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.53,1.58,14.84
50246,5221,12443,-0.85,1.83,21.2
50247,5202,12334,-0.05,3.86,60.02
50349,5140,12424,-1.15,2.5,46.57
50353,5144,12638,0.34,1.06,11.52
50425,5015,12011,-0.84,2.26,45.51
50434,5029,12141,-0.35,1.92,19.76
50442,5024,12407,-0.77,2.19,27.13
50468,5015,12728,0.89,0.66,3.35
50514,4935,11719,-0.45,2.27,31.25
50527,4915,11942,3.24,4.8,153.54
50548,4912,12343,0.61,1.3,23.35
50557,4909,12514,-0.23,1.74,24.58
50564,4925,12720,1.05,0.72,5.49
50603,4841,11649,0.31,0.43,2.03
50618,4813,11816,0.29,0.6,2.33
50639,4800,12244,0.36,1.3,5.95
50656,4816,12630,0.63,0.67,6.12
50658,4805,12547,0.69,0.8,9.38
50727,4710,11956,0.66,1.24,8.43
50739,4718,12315,-0.97,2.41,32.56
50742,4748,12429,0.42,0.68,6.48
50745,4723,12355,0.02,1.31,15.4
50756,4727,12652,0.68,1.07,9.61
50758,4709,12554,0.8,0.69,5.97
50774,4742,12850,-0.49,2.81,73.5
50788,4714,13160,1.55,0.4,0.75
50834,4636,12113,0.71,1.13,7.84
50844,4624,12327,-0.27,1.6,11.41
50853,4637,12658,0.1,1.7,34.59
50854,4623,12519,1.41,0.47,1.41
50862,4659,12759,0.56,1.56,20.63
50873,4647,13018,1.56,0.21,0.43
50877,4618,12935,1.25,0.45,2.36
50888,4623,13210,1.01,0.48,2.92
50915,4531,11658,-0.57,1.12,19.22
50936,4538,12250,0.22,1.29,22.84
50945,4530,12414,0.2,1.17,8.79
50948,4500,12401,-0.08,1.48,34.39
50949,4505,12452,1.42,0.62,2.7
50950,4542,12515,0.91,0.79,4.49
50953,4556,12634,0.22,1.65,25.34
50963,4558,12844,0.11,1.78,22.64
50968,4513,12758,-0.45,2.4,64.1
50973,4545,13036,1.1,0.92,7.47
50978,4518,13055,1.33,0.51,1.31
50983,4546,13253,1.38,0.24,0.38
51053,4803,8624,1.03,1.48,23.34
51060,4742,8652,-0.59,0.4,0.88
51068,4707,8729,-0.18,0.21,0.16
51076,4744,8805,0.68,1.09,10.04
51087,4701,8930,2.39,1.77,15.18
51133,4644,8300,-0.09,0.46,2.5
51156,4649,8545,-0.85,0.96,4.18
51232,4511,8233,0.57,0.13,0.11
51238,4454,8204,-0.07,0.55,2.23
51241,4556,8336,-0.92,1.49,9.83
51243,4537,8451,-0.53,0.35,0.7
51334,4434,8249,-0.46,0.3,1.19
51367,4410,8651,-1.15,0.79,4.98
51469,4327,8711,0.97,4.39,42.01
51470,4353,8807,-0.43,4.65,96.28
51477,4321,8819,3.53,1.95,57.33
51526,4214,8813,-0.56,0.46,2.66
51542,4302,8409,1.74,3.52,35.9
51567,4203,8636,3.06,1.58,14.23
51573,4257,8914,-0.55,0.05,0.03
51628,4107,8023,-0.12,0.88,11.03
51639,4115,8246,-0.56,0.53,2.11
51656,4144,8549,0.44,0.8,4.81
51704,3944,7613,-0.76,0.28,1.44
51705,3943,7515,-0.39,0.55,4.69
51709,3929,7545,-0.93,0.22,1.36
51720,4030,7903,-0.27,0.31,0.79
51730,4033,8116,-0.73,0.41,0.82
51747,3900,8340,2.17,0.66,3.1
51765,4038,8742,0.42,0.58,5.26
51810,3855,7738,-0.36,0.12,0.22
51811,3826,7716,-0.53,0.14,0.14
51818,3737,7817,0.06,0.02,0.0
51828,3708,7956,-0.87,0.26,0.53
51839,3704,8234,-0.85,0.43,0.9
51855,3809,8533,3.63,1.19,12.5
51931,3651,8139,-0.34,0.18,0.57
52101,4336,9303,-0.28,1.58,5.89
52112,4345,9459,-0.65,0.17,0.24
52118,4316,9442,-0.61,0.9,3.73
52203,4249,9331,-0.18,0.42,2.73
52313,4132,9440,0.49,0.7,4.44
52323,4148,9702,-0.47,0.7,2.8
52533,3946,9829,-0.78,0.53,2.41
52546,3922,9950,0.18,0.89,5.15
52602,3845,9320,-0.88,0.12,0.26
52652,3905,10017,1.6,1.51,12.1
52674,3813,10156,1.94,2.69,30.59
52679,3753,10252,2.17,2.17,30.64
52681,3838,10305,0.98,1.12,11.47
52707,3648,9341,-0.32,0.11,0.1
52787,3712,10252,0.5,3.18,19.15
52797,3711,10403,-0.93,0.96,3.49
52818,3625,9454,-0.2,0.12,0.15
52825,3626,9626,-0.12,0.18,0.25
52836,3618,9806,-0.44,1.92,27.05
52856,3616,10037,-0.56,1.59,7.27
52866,3640,10144,-0.73,1.74,5.64
52868,3601,10122,0.98,0.58,1.12
52876,3620,10250,0.42,2.22,20.86
52884,3621,10357,1.33,2.33,39.39
52895,3634,10441,0.17,1.5,21.7
52908,3513,9305,-0.36,2.11,10.28
52943,3535,9960,0.24,1.51,6.38
52955,3535,10044,0.06,1.63,17.02
52974,3533,10202,-0.79,1.64,11.72
52983,3552,10409,2.09,3.83,86.57
52984,3535,10311,3.12,4.46,117.39
52986,3522,10352,-0.37,2.77,30.01
52996,3523,10500,-0.33,2.81,22.22
53068,4338,11156,-0.41,0.47,1.59
53083,4437,11409,-0.02,0.69,6.68
53149,4232,11008,0.01,0.36,0.75
53192,4401,11500,0.72,0.54,2.34
53231,4124,10624,-0.23,0.0,0.0
53336,4134,10831,-0.82,0.97,5.26
53352,4142,11026,-0.2,1.56,9.29
53362,4133,11139,0.04,0.73,2.48
53391,4154,11400,0.36,0.73,6.62
53399,4109,11442,0.07,1.46,19.0
53446,4032,10953,-0.01,0.51,1.02
53463,4051,11134,-0.74,1.35,13.89
53478,4000,11228,-1.12,1.92,16.45
53480,4102,11304,-0.13,1.15,16.96
53487,4005,11325,0.76,0.76,4.03
53490,4026,11404,-0.36,1.52,20.92
53513,4044,10722,-0.44,0.79,11.1
53519,3912,10646,-0.84,0.95,6.29
53529,3905,10758,0.23,1.82,13.77
53543,3949,11001,-1.33,1.63,20.04
53564,3922,11113,-0.79,1.44,10.78
53578,3922,11226,0.53,0.9,3.64
53588,3856,11331,0.02,1.93,10.96
53593,3950,11434,-1.17,1.88,43.48
53594,3927,11413,0.09,1.21,11.01
53612,3759,10611,-1.13,0.83,4.02
53614,3828,10612,-0.63,1.05,9.13
53615,3848,10642,1.76,1.97,18.37
53646,3816,10947,-0.3,0.84,5.23
53651,3849,11028,-0.19,0.82,5.63
53663,3856,11149,-0.88,2.02,17.51
53664,3828,11108,-0.65,1.35,12.18
53673,3844,11243,0.11,0.84,4.03
53687,3747,11338,-0.59,2.34,49.12
53704,3732,10511,-0.71,0.61,4.3
53705,3729,10541,-1.17,0.85,5.73
53723,3748,10715,-0.31,1.67,9.95
53725,3735,10735,-1.03,1.48,8.78
53735,3737,10848,-0.67,1.84,13.73
53738,3655,10810,0.29,2.71,38.89
53740,3756,10914,-0.82,1.76,7.62
53754,3730,11013,-1.0,1.46,15.89
53764,3730,11107,-1.0,1.5,13.65
53772,3737,11235,-0.55,2.2,28.51
53775,3725,11236,0.02,2.63,37.23
53787,3704,11259,-0.76,2.57,56.08
53798,3711,11422,-0.09,0.84,5.44
53806,3634,10539,1.29,3.1,36.43
53810,3658,10554,1.05,2.17,37.78
53817,3602,10614,3.32,4.86,106.69
53821,3634,10718,0.23,2.56,24.26
53853,3642,11057,-1.05,2.09,17.64
53854,3635,11004,-0.84,2.39,28.26
53859,3605,11040,0.56,2.99,42.92
53863,3704,11157,-0.4,2.13,41.16
53868,3604,11130,1.33,3.38,63.82
53877,3608,11215,-0.73,1.74,15.16
53882,3604,11302,-1.03,1.64,7.21
53884,3630,11302,-0.12,1.21,6.85
53898,3603,11408,0.12,0.73,4.85
53903,3558,10543,2.6,4.23,37.69
53910,3540,10612,0.48,4.22,39.04
53915,3532,10640,0.13,3.36,34.66
53923,3544,10738,0.46,3.29,47.18
53929,3512,10748,4.44,6.49,220.56
53942,3547,10922,1.1,3.97,101.32
53948,3453,10938,-0.97,1.79,13.91
53959,3507,11104,-0.73,2.24,45.31
53963,3539,11122,-0.92,2.0,20.36
53968,3517,11140,-0.75,1.65,17.5
53975,3529,11225,1.64,4.43,91.98
53986,3519,11355,-0.84,1.75,19.65
54012,4434,11738,-0.64,1.51,11.56
54026,4434,12054,-0.62,1.92,17.53
54027,4357,11919,-0.43,1.72,14.86
54041,4448,12304,-1.12,2.22,100.76
54049,4415,12358,0.38,1.2,13.95
54063,4458,12600,-0.39,2.13,33.37
54064,4423,12509,0.28,1.5,29.33
54094,4430,12940,0.31,1.54,10.7
54096,4424,13111,0.53,1.37,8.32
54102,4357,11607,0.18,0.83,4.12
54115,4338,11802,-0.17,1.28,11.86
54134,4336,12117,-0.75,2.43,27.56
54135,4336,12216,-1.07,2.14,33.57
54142,4331,12327,0.22,1.3,8.54
54157,4307,12423,-0.64,2.69,115.85
54161,4354,12513,1.04,0.99,3.93
54165,4333,12538,1.06,1.1,3.93
54171,4342,12631,-1.04,2.65,27.19
54181,4342,12720,-0.6,2.81,36.93
54186,4322,12812,-0.58,2.75,39.52
54195,4318,12947,0.15,1.52,12.69
54208,4212,11628,0.36,1.16,16.41
54213,4256,11901,0.68,0.63,4.6
54218,4218,11850,0.87,0.53,1.51
54226,4220,12042,-0.17,1.86,14.58
54236,4223,12233,0.88,0.45,1.62
54243,4247,12406,0.73,1.5,24.21
54254,4232,12403,1.4,0.8,5.85
54259,4204,12452,0.98,1.53,10.85
54260,4255,12505,0.93,1.13,7.24
54263,4258,12605,-0.39,2.92,42.45
54266,4232,12538,0.79,1.16,8.34
54273,4259,12645,0.36,2.38,40.36
54276,4224,12648,0.56,2.09,34.98
54284,4209,12730,-0.95,3.66,53.11
54285,4224,12807,0.73,1.59,17.53
54286,4232,12900,0.45,1.68,23.49
54292,4252,12930,-0.36,2.13,29.96
54308,4112,11638,1.2,0.74,2.57
54311,4158,11746,0.92,0.95,5.08
54324,4133,12026,0.24,1.42,42.18
54326,4125,11937,1.03,0.67,5.1
54333,4158,12251,-0.75,2.19,41.26
54339,4105,12260,1.25,0.68,3.01
54342,4144,12331,0.95,1.13,11.9
54346,4118,12347,1.12,1.4,9.05
54351,4155,12404,0.83,1.39,10.64
54353,4143,12502,1.36,1.04,8.57
54363,4141,12554,1.59,0.9,5.06
54374,4148,12653,1.37,1.2,7.24
54377,4109,12613,1.06,1.22,13.79
54386,4125,12811,0.97,1.65,12.71
54401,4046,11455,0.7,0.9,11.79
54405,4025,11530,-0.7,1.72,19.67
54406,4027,11558,0.77,0.71,3.58
54416,4023,11652,1.35,0.11,0.17
54423,4058,11755,1.18,0.61,4.76
54429,4012,11757,0.3,1.5,29.21
54436,4025,11857,-0.41,2.18,58.05
54449,3951,11931,1.0,0.62,3.62
54452,4048,11948,0.25,1.45,16.98
54454,4020,12018,1.22,0.48,2.53
